file,open_time,close_time,side,pnl,strategy,magic,aligned_hits,aligned_same_dir
EURUSD_trade_audit_2014-01-01_2015-01-01.csv,2014-01-10 16:14:00+00:00,2014-01-10 16:42:00+00:00,buy,20.339909573116884,EMA_X,3201,2,0
EURUSD_trade_audit_2014-01-01_2015-01-01 copy.csv,2014-01-10 17:08:00+00:00,2014-01-10 20:08:00+00:00,sell,72.57378582585235,RSI_X,3301,0,0
EURUSD_trade_audit_2014-01-01_2015-01-01 copy 2.csv,2014-01-10 17:39:00+00:00,2014-01-10 19:50:00+00:00,sell,38.7481765055358,SMA_CROSS,2001,1,1
EURUSD_trade_audit_2014-01-01_2015-01-01 copy.csv,2014-01-10 20:33:00+00:00,2014-01-13 08:23:00+00:00,buy,54.70747279365264,RSI_X,3301,2,0
EURUSD_trade_audit_2014-01-01_2015-01-01 copy 2.csv,2014-01-13 04:53:00+00:00,2014-01-13 11:05:00+00:00,sell,39.9273494276831,SMA_CROSS,2001,0,0
EURUSD_trade_audit_2014-01-01_2015-01-01.csv,2014-01-13 06:12:00+00:00,2014-01-13 12:55:00+00:00,sell,50.028737297786805,EMA_X,3201,0,0
EURUSD_trade_audit_2014-01-01_2015-01-01.csv,2014-01-13 13:00:00+00:00,2014-01-13 16:29:00+00:00,sell,65.15570573295918,EMA_X,3201,0,0
EURUSD_trade_audit_2014-01-01_2015-01-01 copy 2.csv,2014-01-13 22:12:00+00:00,2014-01-14 09:39:00+00:00,sell,44.28174764831151,SMA_CROSS,2001,1,1
EURUSD_trade_audit_2014-01-01_2015-01-01.csv,2014-01-13 22:13:00+00:00,2014-01-14 09:51:00+00:00,sell,18.78592971985781,EMA_X,3201,1,1
EURUSD_trade_audit_2014-01-01_2015-01-01 copy 2.csv,2014-01-14 09:40:00+00:00,2014-01-14 10:25:00+00:00,buy,145.7203180065186,SMA_CROSS,2001,0,0
EURUSD_trade_audit_2014-01-01_2015-01-01 copy.csv,2014-01-14 10:31:00+00:00,2014-01-14 12:30:00+00:00,sell,105.63568001537593,RSI_X,3301,0,0
EURUSD_trade_audit_2014-01-01_2015-01-01.csv,2014-01-14 11:01:00+00:00,2014-01-14 12:30:00+00:00,sell,44.12867315549721,EMA_X,3201,1,1
EURUSD_trade_audit_2014-01-01_2015-01-01 copy 2.csv,2014-01-14 11:03:00+00:00,2014-01-14 12:29:00+00:00,sell,84.80412464070103,SMA_CROSS,2001,1,1
EURUSD_trade_audit_2014-01-01_2015-01-01 copy.csv,2014-01-14 12:43:00+00:00,2014-01-14 15:30:00+00:00,sell,63.69902332619,RSI_X,3301,2,1
EURUSD_trade_audit_2014-01-01_2015-01-01.csv,2014-01-14 12:59:00+00:00,2014-01-14 15:30:00+00:00,sell,19.059531786369035,EMA_X,3201,1,1
EURUSD_trade_audit_2014-01-01_2015-01-01 copy.csv,2014-01-14 17:13:00+00:00,2014-01-15 05:19:00+00:00,sell,331.59791482562883,RSI_X,3301,0,0
EURUSD_trade_audit_2014-01-01_2015-01-01.csv,2014-01-14 18:08:00+00:00,2014-01-15 03:43:00+00:00,sell,274.09724807249484,EMA_X,3201,1,1
EURUSD_trade_audit_2014-01-01_2015-01-01 copy 2.csv,2014-01-14 18:13:00+00:00,2014-01-15 03:44:00+00:00,sell,249.69725851321869,SMA_CROSS,2001,1,1
EURUSD_trade_audit_2014-01-01_2015-01-01 copy.csv,2014-01-15 15:37:00+00:00,2014-01-15 16:16:00+00:00,buy,49.643367005117405,RSI_X,3301,0,0
EURUSD_trade_audit_2014-01-01_2015-01-01.csv,2014-01-15 17:21:00+00:00,2014-01-16 09:16:00+00:00,buy,115.63937265637804,EMA_X,3201,2,2
EURUSD_trade_audit_2014-01-01_2015-01-01 copy 2.csv,2014-01-15 17:22:00+00:00,2014-01-16 08:53:00+00:00,buy,135.9205878036697,SMA_CROSS,2001,1,1
EURUSD_trade_audit_2014-01-01_2015-01-01 copy.csv,2014-01-16 01:50:00+00:00,2014-01-16 09:16:00+00:00,buy,131.73652425487845,RSI_X,3301,0,0
EURUSD_trade_audit_2014-01-01_2015-01-01 copy.csv,2014-01-16 10:37:00+00:00,2014-01-16 12:56:00+00:00,buy,94.00761601906204,RSI_X,3301,0,0
EURUSD_trade_audit_2014-01-01_2015-01-01.csv,2014-01-16 10:58:00+00:00,2014-01-16 12:56:00+00:00,buy,42.05560621394732,EMA_X,3201,1,1
EURUSD_trade_audit_2014-01-01_2015-01-01 copy 2.csv,2014-01-16 11:00:00+00:00,2014-01-16 12:00:00+00:00,buy,50.747859559677735,SMA_CROSS,2001,1,1
EURUSD_trade_audit_2014-01-01_2015-01-01 copy 2.csv,2014-01-16 12:01:00+00:00,2014-01-16 15:25:00+00:00,sell,92.96049743625282,SMA_CROSS,2001,0,0
EURUSD_trade_audit_2014-01-01_2015-01-01 copy.csv,2014-01-16 15:17:00+00:00,2014-01-16 16:05:00+00:00,buy,351.331743236899,RSI_X,3301,2,2
EURUSD_trade_audit_2014-01-01_2015-01-01 copy 2.csv,2014-01-16 15:28:00+00:00,2014-01-16 15:49:00+00:00,buy,117.398683261933,SMA_CROSS,2001,2,2
EURUSD_trade_audit_2014-01-01_2015-01-01.csv,2014-01-16 15:29:00+00:00,2014-01-16 16:12:00+00:00,buy,196.2963776684976,EMA_X,3201,2,2
EURUSD_trade_audit_2014-01-01_2015-01-01 copy 2.csv,2014-01-16 17:14:00+00:00,2014-01-16 18:22:00+00:00,sell,98.94361326580766,SMA_CROSS,2001,2,1
EURUSD_trade_audit_2014-01-01_2015-01-01.csv,2014-01-16 17:15:00+00:00,2014-01-16 18:26:00+00:00,sell,69.36131143743874,EMA_X,3201,2,1
EURUSD_trade_audit_2014-01-01_2015-01-01.csv,2014-01-16 18:36:00+00:00,2014-01-16 20:09:00+00:00,sell,38.259243550031,EMA_X,3201,1,1
EURUSD_trade_audit_2014-01-01_2015-01-01 copy 2.csv,2014-01-16 18:37:00+00:00,2014-01-16 19:19:00+00:00,sell,36.98801737946327,SMA_CROSS,2001,1,1
EURUSD_trade_audit_2014-01-01_2015-01-01 copy.csv,2014-01-16 19:11:00+00:00,2014-01-17 02:08:00+00:00,buy,177.76367762465034,RSI_X,3301,0,0
EURUSD_trade_audit_2014-01-01_2015-01-01 copy 2.csv,2014-01-16 19:47:00+00:00,2014-01-17 02:00:00+00:00,buy,147.12874973848614,SMA_CROSS,2001,0,0
EURUSD_trade_audit_2014-01-01_2015-01-01.csv,2014-01-16 23:04:00+00:00,2014-01-17 10:11:00+00:00,sell,50.18768630537231,EMA_X,3201,0,0
EURUSD_trade_audit_2014-01-01_2015-01-01.csv,2014-01-17 10:34:00+00:00,2014-01-17 15:16:00+00:00,sell,127.42006051739148,EMA_X,3201,0,0
EURUSD_trade_audit_2014-01-01_2015-01-01.csv,2014-01-17 20:45:00+00:00,2014-01-20 01:07:00+00:00,buy,21.033869464251502,EMA_X,3201,1,1
EURUSD_trade_audit_2014-01-01_2015-01-01 copy 2.csv,2014-01-17 20:46:00+00:00,2014-01-20 01:06:00+00:00,buy,27.19402808924803,SMA_CROSS,2001,1,1
EURUSD_trade_audit_2014-01-01_2015-01-01 copy.csv,2014-01-17 21:59:00+00:00,2014-01-20 03:35:00+00:00,sell,57.56251773670222,RSI_X,3301,0,0
EURUSD_trade_audit_2014-01-01_2015-01-01.csv,2014-01-20 03:24:00+00:00,2014-01-20 05:31:00+00:00,buy,46.093289269877104,EMA_X,3201,1,1
EURUSD_trade_audit_2014-01-01_2015-01-01 copy 2.csv,2014-01-20 03:24:00+00:00,2014-01-20 05:10:00+00:00,buy,58.58938607626516,SMA_CROSS,2001,1,1
EURUSD_trade_audit_2014-01-01_2015-01-01.csv,2014-01-20 05:58:00+00:00,2014-01-20 12:04:00+00:00,buy,122.90367353747511,EMA_X,3201,1,1
EURUSD_trade_audit_2014-01-01_2015-01-01 copy 2.csv,2014-01-20 05:59:00+00:00,2014-01-20 11:24:00+00:00,buy,113.8200733676816,SMA_CROSS,2001,1,1
EURUSD_trade_audit_2014-01-01_2015-01-01 copy.csv,2014-01-20 16:13:00+00:00,2014-01-21 03:55:00+00:00,sell,76.38982179845026,RSI_X,3301,0,0
EURUSD_trade_audit_2014-01-01_2015-01-01 copy.csv,2014-01-21 04:06:00+00:00,2014-01-21 10:58:00+00:00,sell,86.24374548035892,RSI_X,3301,0,0
EURUSD_trade_audit_2014-01-01_2015-01-01.csv,2014-01-21 07:13:00+00:00,2014-01-21 09:56:00+00:00,buy,24.200128398515595,EMA_X,3201,1,1
EURUSD_trade_audit_2014-01-01_2015-01-01 copy 2.csv,2014-01-21 07:17:00+00:00,2014-01-21 09:47:00+00:00,buy,30.9544505831658,SMA_CROSS,2001,1,1
EURUSD_trade_audit_2014-01-01_2015-01-01 copy.csv,2014-01-21 14:00:00+00:00,2014-01-21 16:50:00+00:00,buy,47.75637600439583,RSI_X,3301,0,0
EURUSD_trade_audit_2014-01-01_2015-01-01.csv,2014-01-21 14:30:00+00:00,2014-01-21 16:50:00+00:00,buy,33.69488205889953,EMA_X,3201,1,1
EURUSD_trade_audit_2014-01-01_2015-01-01 copy 2.csv,2014-01-21 14:31:00+00:00,2014-01-21 16:09:00+00:00,buy,49.99036784970421,SMA_CROSS,2001,1,1
EURUSD_trade_audit_2014-01-01_2015-01-01 copy.csv,2014-01-21 16:57:00+00:00,2014-01-21 18:25:00+00:00,buy,166.77893643315298,RSI_X,3301,1,0
EURUSD_trade_audit_2014-01-01_2015-01-01.csv,2014-01-21 17:28:00+00:00,2014-01-21 18:25:00+00:00,buy,99.9821650230602,EMA_X,3201,0,0
EURUSD_trade_audit_2014-01-01_2015-01-01 copy.csv,2014-01-22 05:31:00+00:00,2014-01-22 09:41:00+00:00,sell,57.94368214564791,RSI_X,3301,1,1
EURUSD_trade_audit_2014-01-01_2015-01-01.csv,2014-01-22 05:51:00+00:00,2014-01-22 09:41:00+00:00,sell,20.047992646421463,EMA_X,3201,2,2
EURUSD_trade_audit_2014-01-01_2015-01-01 copy.csv,2014-01-22 09:45:00+00:00,2014-01-22 11:26:00+00:00,sell,86.33315694989295,RSI_X,3301,2,2
EURUSD_trade_audit_2014-01-01_2015-01-01 copy 2.csv,2014-01-22 09:50:00+00:00,2014-01-22 11:10:00+00:00,sell,49.40567834202345,SMA_CROSS,2001,2,2
EURUSD_trade_audit_2014-01-01_2015-01-01.csv,2014-01-22 09:51:00+00:00,2014-01-22 11:26:00+00:00,sell,24.046677476279847,EMA_X,3201,2,2
EURUSD_trade_audit_2014-01-01_2015-01-01.csv,2014-01-22 17:40:00+00:00,2014-01-22 19:59:00+00:00,sell,50.088108322091294,EMA_X,3201,1,1
EURUSD_trade_audit_2014-01-01_2015-01-01 copy 2.csv,2014-01-22 17:46:00+00:00,2014-01-22 19:18:00+00:00,sell,58.3671418207901,SMA_CROSS,2001,1,1
EURUSD_trade_audit_2014-01-01_2015-01-01.csv,2014-01-22 20:14:00+00:00,2014-01-23 03:09:00+00:00,sell,19.382587540901014,EMA_X,3201,0,0
EURUSD_trade_audit_2014-01-01_2015-01-01 copy.csv,2014-01-23 06:32:00+00:00,2014-01-23 09:58:00+00:00,buy,225.07756004188352,RSI_X,3301,0,0
EURUSD_trade_audit_2014-01-01_2015-01-01 copy 2.csv,2014-01-24 08:24:00+00:00,2014-01-24 11:22:00+00:00,sell,50.02744017203813,SMA_CROSS,2001,2,2
EURUSD_trade_audit_2014-01-01_2015-01-01.csv,2014-01-24 08:24:00+00:00,2014-01-24 11:24:00+00:00,sell,41.546140033636505,EMA_X,3201,2,2
EURUSD_trade_audit_2014-01-01_2015-01-01 copy.csv,2014-01-24 09:19:00+00:00,2014-01-24 11:24:00+00:00,sell,80.39638025099974,RSI_X,3301,0,0
EURUSD_trade_audit_2014-01-01_2015-01-01.csv,2014-01-24 11:25:00+00:00,2014-01-24 13:27:00+00:00,buy,137.28284905597786,EMA_X,3201,1,1
EURUSD_trade_audit_2014-01-01_2015-01-01 copy 2.csv,2014-01-24 12:09:00+00:00,2014-01-24 13:27:00+00:00,buy,142.71945069760687,SMA_CROSS,2001,0,0
EURUSD_trade_audit_2014-01-01_2015-01-01.csv,2014-01-24 14:04:00+00:00,2014-01-24 14:55:00+00:00,sell,78.24026309909038,EMA_X,3201,1,1
EURUSD_trade_audit_2014-01-01_2015-01-01 copy 2.csv,2014-01-24 14:05:00+00:00,2014-01-24 14:54:00+00:00,sell,68.28623449281223,SMA_CROSS,2001,1,1
EURUSD_trade_audit_2014-01-01_2015-01-01 copy.csv,2014-01-24 15:34:00+00:00,2014-01-24 16:56:00+00:00,buy,46.962411480285446,RSI_X,3301,2,2
EURUSD_trade_audit_2014-01-01_2015-01-01.csv,2014-01-24 17:32:00+00:00,2014-01-27 09:59:00+00:00,buy,30.251978386442413,EMA_X,3201,1,1
EURUSD_trade_audit_2014-01-01_2015-01-01 copy 2.csv,2014-01-24 17:34:00+00:00,2014-01-27 09:59:00+00:00,buy,46.84548429348192,SMA_CROSS,2001,1,1
EURUSD_trade_audit_2014-01-01_2015-01-01 copy 2.csv,2014-01-27 10:29:00+00:00,2014-01-27 11:25:00+00:00,buy,45.35708281886173,SMA_CROSS,2001,0,0
EURUSD_trade_audit_2014-01-01_2015-01-01 copy.csv,2014-01-27 11:14:00+00:00,2014-01-27 14:48:00+00:00,sell,243.6555916242752,RSI_X,3301,2,2
EURUSD_trade_audit_2014-01-01_2015-01-01.csv,2014-01-27 11:33:00+00:00,2014-01-27 15:40:00+00:00,sell,138.95479235239952,EMA_X,3201,2,2
EURUSD_trade_audit_2014-01-01_2015-01-01 copy 2.csv,2014-01-27 11:33:00+00:00,2014-01-27 15:12:00+00:00,sell,136.63462332989928,SMA_CROSS,2001,2,2
EURUSD_trade_audit_2014-01-01_2015-01-01 copy 2.csv,2014-01-27 15:28:00+00:00,2014-01-27 18:22:00+00:00,buy,22.4063435894216,SMA_CROSS,2001,0,0
EURUSD_trade_audit_2014-01-01_2015-01-01 copy 2.csv,2014-01-28 07:15:00+00:00,2014-01-28 12:04:00+00:00,sell,118.76303330774432,SMA_CROSS,2001,1,1
EURUSD_trade_audit_2014-01-01_2015-01-01 copy.csv,2014-01-28 08:48:00+00:00,2014-01-28 12:07:00+00:00,sell,261.70266755450393,RSI_X,3301,1,1
EURUSD_trade_audit_2014-01-01_2015-01-01.csv,2014-01-28 09:03:00+00:00,2014-01-28 12:15:00+00:00,sell,190.28341441133875,EMA_X,3201,1,1
EURUSD_trade_audit_2014-01-01_2015-01-01.csv,2014-01-28 12:46:00+00:00,2014-01-28 15:30:00+00:00,buy,43.397108010857046,EMA_X,3201,1,1
EURUSD_trade_audit_2014-01-01_2015-01-01 copy 2.csv,2014-01-28 12:47:00+00:00,2014-01-28 15:30:00+00:00,buy,57.41222519774936,SMA_CROSS,2001,1,1
EURUSD_trade_audit_2014-01-01_2015-01-01 copy.csv,2014-01-28 16:28:00+00:00,2014-01-28 18:26:00+00:00,sell,65.48870081311611,RSI_X,3301,1,1
EURUSD_trade_audit_2014-01-01_2015-01-01.csv,2014-01-28 16:47:00+00:00,2014-01-28 18:26:00+00:00,sell,23.73896707327484,EMA_X,3201,2,2
EURUSD_trade_audit_2014-01-01_2015-01-01 copy 2.csv,2014-01-28 16:51:00+00:00,2014-01-28 17:27:00+00:00,sell,41.70134757619911,SMA_CROSS,2001,1,1
EURUSD_trade_audit_2014-01-01_2015-01-01 copy.csv,2014-01-29 05:11:00+00:00,2014-01-29 12:09:00+00:00,buy,100.9821431179274,RSI_X,3301,0,0
EURUSD_trade_audit_2014-01-01_2015-01-01.csv,2014-01-29 11:26:00+00:00,2014-01-29 15:06:00+00:00,sell,187.45275242864545,EMA_X,3201,1,0
EURUSD_trade_audit_2014-01-01_2015-01-01 copy.csv,2014-01-29 12:57:00+00:00,2014-01-29 14:45:00+00:00,sell,285.3287136129444,RSI_X,3301,0,0
EURUSD_trade_audit_2014-01-01_2015-01-01 copy.csv,2014-01-29 15:18:00+00:00,2014-01-29 16:14:00+00:00,buy,292.97990796687725,RSI_X,3301,1,1
EURUSD_trade_audit_2014-01-01_2015-01-01.csv,2014-01-29 15:38:00+00:00,2014-01-29 16:28:00+00:00,buy,222.85987517005805,EMA_X,3201,2,2
EURUSD_trade_audit_2014-01-01_2015-01-01 copy 2.csv,2014-01-29 15:49:00+00:00,2014-01-29 16:07:00+00:00,buy,82.58360389380653,SMA_CROSS,2001,1,1
EURUSD_trade_audit_2014-01-01_2015-01-01.csv,2014-01-29 16:56:00+00:00,2014-01-29 18:23:00+00:00,sell,21.93665322026281,EMA_X,3201,1,1
EURUSD_trade_audit_2014-01-01_2015-01-01 copy 2.csv,2014-01-29 18:16:00+00:00,2014-01-29 20:59:00+00:00,buy,28.02443297802823,SMA_CROSS,2001,0,0
EURUSD_trade_audit_2014-01-01_2015-01-01.csv,2014-01-29 19:41:00+00:00,2014-01-29 21:00:00+00:00,sell,42.32328507652837,EMA_X,3201,0,0
EURUSD_trade_audit_2014-01-01_2015-01-01 copy.csv,2014-01-30 09:01:00+00:00,2014-01-30 10:14:00+00:00,sell,232.3602750269312,RSI_X,3301,0,0
EURUSD_trade_audit_2014-01-01_2015-01-01 copy 2.csv,2014-01-30 11:01:00+00:00,2014-01-30 12:24:00+00:00,sell,25.896498570682045,SMA_CROSS,2001,3,1
EURUSD_trade_audit_2014-01-01_2015-01-01 copy.csv,2014-01-30 12:08:00+00:00,2014-01-30 13:47:00+00:00,buy,92.12864789198908,RSI_X,3301,1,1
EURUSD_trade_audit_2014-01-01_2015-01-01 copy 2.csv,2014-01-30 12:28:00+00:00,2014-01-30 13:45:00+00:00,buy,27.723695507653915,SMA_CROSS,2001,2,1
EURUSD_trade_audit_2014-01-01_2015-01-01 copy 2.csv,2014-01-30 13:47:00+00:00,2014-01-30 15:20:00+00:00,sell,118.61117640863644,SMA_CROSS,2001,2,1
EURUSD_trade_audit_2014-01-01_2015-01-01.csv,2014-01-30 13:48:00+00:00,2014-01-30 15:20:00+00:00,sell,102.92504658656856,EMA_X,3201,2,1
EURUSD_trade_audit_2014-01-01_2015-01-01 copy.csv,2014-01-31 09:07:00+00:00,2014-01-31 11:05:00+00:00,buy,69.37284040997469,RSI_X,3301,2,2
EURUSD_trade_audit_2014-01-01_2015-01-01.csv,2014-01-31 09:21:00+00:00,2014-01-31 11:05:00+00:00,buy,24.558192221196062,EMA_X,3201,2,2
EURUSD_trade_audit_2014-01-01_2015-01-01 copy 2.csv,2014-01-31 09:23:00+00:00,2014-01-31 11:04:00+00:00,buy,23.15922365524759,SMA_CROSS,2001,2,2
EURUSD_trade_audit_2014-01-01_2015-01-01 copy.csv,2014-01-31 12:06:00+00:00,2014-01-31 12:48:00+00:00,buy,58.272433396040284,RSI_X,3301,0,0
EURUSD_trade_audit_2014-01-01_2015-01-01 copy.csv,2014-01-31 13:40:00+00:00,2014-01-31 15:34:00+00:00,sell,297.6175377713315,RSI_X,3301,0,0
EURUSD_trade_audit_2014-01-01_2015-01-01.csv,2014-01-31 14:07:00+00:00,2014-01-31 15:43:00+00:00,sell,115.90227741245334,EMA_X,3201,1,1
EURUSD_trade_audit_2014-01-01_2015-01-01 copy 2.csv,2014-01-31 14:09:00+00:00,2014-01-31 15:42:00+00:00,sell,135.59594404620674,SMA_CROSS,2001,1,1
EURUSD_trade_audit_2014-01-01_2015-01-01.csv,2014-01-31 16:44:00+00:00,2014-01-31 17:06:00+00:00,sell,19.740828681554422,EMA_X,3201,4,1
EURUSD_trade_audit_2014-01-01_2015-01-01 copy 2.csv,2014-01-31 16:44:00+00:00,2014-01-31 17:04:00+00:00,sell,25.7930251759182,SMA_CROSS,2001,4,1
EURUSD_trade_audit_2014-01-01_2015-01-01 copy.csv,2014-01-31 17:03:00+00:00,2014-01-31 17:41:00+00:00,buy,41.52150458023826,RSI_X,3301,2,0
EURUSD_trade_audit_2014-01-01_2015-01-01 copy.csv,2014-01-31 22:01:00+00:00,2014-02-03 12:51:00+00:00,buy,119.17797907673524,RSI_X,3301,0,0
EURUSD_trade_audit_2014-01-01_2015-01-01 copy 2.csv,2014-02-03 12:45:00+00:00,2014-02-03 15:26:00+00:00,sell,23.93595854826794,SMA_CROSS,2001,1,1
EURUSD_trade_audit_2014-01-01_2015-01-01 copy 2.csv,2014-02-03 17:53:00+00:00,2014-02-03 18:55:00+00:00,buy,47.50761473584331,SMA_CROSS,2001,1,0
EURUSD_trade_audit_2014-01-01_2015-01-01.csv,2014-02-03 18:54:00+00:00,2014-02-04 07:58:00+00:00,sell,21.864607530027268,EMA_X,3201,1,0
EURUSD_trade_audit_2014-01-01_2015-01-01 copy.csv,2014-02-03 21:57:00+00:00,2014-02-04 07:58:00+00:00,sell,81.340801572854,RSI_X,3301,0,0
EURUSD_trade_audit_2014-01-01_2015-01-01 copy 2.csv,2014-02-03 23:02:00+00:00,2014-02-04 07:14:00+00:00,sell,38.51630703803614,SMA_CROSS,2001,0,0
EURUSD_trade_audit_2014-01-01_2015-01-01 copy.csv,2014-02-04 08:19:00+00:00,2014-02-04 10:52:00+00:00,sell,162.13050023979864,RSI_X,3301,0,0
EURUSD_trade_audit_2014-01-01_2015-01-01 copy 2.csv,2014-02-04 08:52:00+00:00,2014-02-04 10:33:00+00:00,sell,73.67258745025127,SMA_CROSS,2001,1,1
EURUSD_trade_audit_2014-01-01_2015-01-01.csv,2014-02-04 08:53:00+00:00,2014-02-04 10:52:00+00:00,sell,63.23390287268662,EMA_X,3201,1,1
EURUSD_trade_audit_2014-01-01_2015-01-01 copy 2.csv,2014-02-04 10:53:00+00:00,2014-02-04 14:52:00+00:00,buy,47.29922295437285,SMA_CROSS,2001,2,1
EURUSD_trade_audit_2014-01-01_2015-01-01.csv,2014-02-04 10:53:00+00:00,2014-02-04 14:58:00+00:00,buy,38.02365071671808,EMA_X,3201,2,1
EURUSD_trade_audit_2014-01-01_2015-01-01 copy.csv,2014-02-04 14:21:00+00:00,2014-02-04 16:44:00+00:00,sell,56.02777851781212,RSI_X,3301,0,0
EURUSD_trade_audit_2014-01-01_2015-01-01 copy.csv,2014-02-04 17:14:00+00:00,2014-02-05 05:30:00+00:00,buy,81.02773644427972,RSI_X,3301,1,1
EURUSD_trade_audit_2014-01-01_2015-01-01.csv,2014-02-04 18:49:00+00:00,2014-02-05 05:30:00+00:00,buy,41.64433322756543,EMA_X,3201,1,1
EURUSD_trade_audit_2014-01-01_2015-01-01 copy 2.csv,2014-02-04 18:49:00+00:00,2014-02-05 00:49:00+00:00,buy,29.263863494595878,SMA_CROSS,2001,1,1
EURUSD_trade_audit_2014-01-01_2015-01-01 copy.csv,2014-02-05 08:40:00+00:00,2014-02-05 11:04:00+00:00,buy,57.74090514932704,RSI_X,3301,2,2
EURUSD_trade_audit_2014-01-01_2015-01-01 copy 2.csv,2014-02-05 08:59:00+00:00,2014-02-05 11:02:00+00:00,buy,25.852827865674136,SMA_CROSS,2001,2,2
EURUSD_trade_audit_2014-01-01_2015-01-01 copy.csv,2014-02-05 11:43:00+00:00,2014-02-05 13:44:00+00:00,sell,50.17054966441437,RSI_X,3301,4,2
EURUSD_trade_audit_2014-01-01_2015-01-01 copy.csv,2014-02-05 15:22:00+00:00,2014-02-05 17:12:00+00:00,sell,219.1693194975689,RSI_X,3301,2,2
EURUSD_trade_audit_2014-01-01_2015-01-01.csv,2014-02-05 15:37:00+00:00,2014-02-05 17:12:00+00:00,sell,37.08257549605234,EMA_X,3201,2,2
EURUSD_trade_audit_2014-01-01_2015-01-01 copy 2.csv,2014-02-05 15:38:00+00:00,2014-02-05 17:12:00+00:00,sell,33.25795257466979,SMA_CROSS,2001,2,2
EURUSD_trade_audit_2014-01-01_2015-01-01 copy 2.csv,2014-02-05 17:13:00+00:00,2014-02-05 17:35:00+00:00,buy,30.69649401342073,SMA_CROSS,2001,2,1
EURUSD_trade_audit_2014-01-01_2015-01-01.csv,2014-02-05 17:13:00+00:00,2014-02-05 17:39:00+00:00,buy,21.93155387605348,EMA_X,3201,2,1
EURUSD_trade_audit_2014-01-01_2015-01-01 copy.csv,2014-02-05 17:24:00+00:00,2014-02-05 19:37:00+00:00,sell,70.7748647800235,RSI_X,3301,2,0
EURUSD_trade_audit_2014-01-01_2015-01-01.csv,2014-02-06 11:05:00+00:00,2014-02-06 14:45:00+00:00,sell,19.608912244144182,EMA_X,3201,0,0
EURUSD_trade_audit_2014-01-01_2015-01-01 copy.csv,2014-02-06 12:45:00+00:00,2014-02-06 14:45:00+00:00,sell,54.85548236495941,RSI_X,3301,0,0
EURUSD_trade_audit_2014-01-01_2015-01-01 copy 2.csv,2014-02-06 16:42:00+00:00,2014-02-07 10:30:00+00:00,sell,91.61252397818566,SMA_CROSS,2001,1,1
EURUSD_trade_audit_2014-01-01_2015-01-01.csv,2014-02-06 17:19:00+00:00,2014-02-07 10:30:00+00:00,sell,81.06782547650363,EMA_X,3201,0,0
EURUSD_trade_audit_2014-01-01_2015-01-01 copy.csv,2014-02-07 10:38:00+00:00,2014-02-07 15:24:00+00:00,buy,69.82020197922293,RSI_X,3301,0,0
EURUSD_trade_audit_2014-01-01_2015-01-01 copy 2.csv,2014-02-07 11:19:00+00:00,2014-02-07 15:24:00+00:00,buy,40.78632644769048,SMA_CROSS,2001,1,1
EURUSD_trade_audit_2014-01-01_2015-01-01.csv,2014-02-07 11:20:00+00:00,2014-02-07 15:24:00+00:00,buy,30.874786082229438,EMA_X,3201,1,1
EURUSD_trade_audit_2014-01-01_2015-01-01 copy 2.csv,2014-02-07 16:47:00+00:00,2014-02-07 18:18:00+00:00,buy,45.5071317294458,SMA_CROSS,2001,1,1
EURUSD_trade_audit_2014-01-01_2015-01-01.csv,2014-02-07 16:50:00+00:00,2014-02-10 01:00:00+00:00,buy,102.09866010979576,EMA_X,3201,1,1
EURUSD_trade_audit_2014-01-01_2015-01-01 copy 2.csv,2014-02-07 18:30:00+00:00,2014-02-10 01:00:00+00:00,buy,41.04461466603337,SMA_CROSS,2001,0,0
EURUSD_trade_audit_2014-01-01_2015-01-01.csv,2014-02-10 02:10:00+00:00,2014-02-10 11:24:00+00:00,buy,49.00550855850928,EMA_X,3201,1,1
EURUSD_trade_audit_2014-01-01_2015-01-01 copy 2.csv,2014-02-10 02:10:00+00:00,2014-02-10 09:49:00+00:00,buy,30.64943164016632,SMA_CROSS,2001,1,1
EURUSD_trade_audit_2014-01-01_2015-01-01 copy.csv,2014-02-10 04:18:00+00:00,2014-02-10 11:24:00+00:00,buy,71.04705728215411,RSI_X,3301,0,0
EURUSD_trade_audit_2014-01-01_2015-01-01 copy 2.csv,2014-02-10 10:48:00+00:00,2014-02-10 14:02:00+00:00,sell,25.097075891855777,SMA_CROSS,2001,0,0
EURUSD_trade_audit_2014-01-01_2015-01-01 copy.csv,2014-02-10 13:09:00+00:00,2014-02-10 21:10:00+00:00,buy,59.43674996945853,RSI_X,3301,0,0
EURUSD_trade_audit_2014-01-01_2015-01-01.csv,2014-02-10 13:32:00+00:00,2014-02-10 21:10:00+00:00,buy,23.391215707580805,EMA_X,3201,0,0
EURUSD_trade_audit_2014-01-01_2015-01-01.csv,2014-02-10 21:31:00+00:00,2014-02-11 03:46:00+00:00,buy,85.30634163187462,EMA_X,3201,1,0
EURUSD_trade_audit_2014-01-01_2015-01-01.csv,2014-02-11 08:41:00+00:00,2014-02-11 10:54:00+00:00,buy,29.252106937392973,EMA_X,3201,0,0
EURUSD_trade_audit_2014-01-01_2015-01-01 copy.csv,2014-02-11 14:47:00+00:00,2014-02-11 15:33:00+00:00,sell,41.166415625071664,RSI_X,3301,0,0
EURUSD_trade_audit_2014-01-01_2015-01-01 copy.csv,2014-02-11 16:17:00+00:00,2014-02-11 18:12:00+00:00,buy,147.61798731888234,RSI_X,3301,0,0
