id,side,lots,initial_balance,account_balance_after,open_time,close_time,entry_price,exit_price,sl_first,sl_last,sl_mod_count,tp_first,tp_last,tp_mod_count,sl_reason,tp_reason,be_applied,be_price,be_trigger_pips,be_offset_pips,trailing_sl_distance,near_tp_buffer_pips,tp_extension_pips,highest_price,lowest_price,slippage_open_pips,slippage_close_pips,commission,swap,gross_pnl,net_pnl,exit_reason,strategy_id,magic_number
1,buy,1.04,5000.0,5100.952111106066,2023-02-01 04:03:00+00:00,2023-02-01 09:37:00+00:00,1.0857048682645563,1.0867455616405761,1.0845048682645562,1.0868399999999998,13,1.0905048682645562,1.0905048682645562,0,trailing_sl,,True,,13.0,2.0,12.0,,,1.08804,1.08522,0.8486826455644803,-0.7443835942377852,7.28,0.0,108.23211110606579,100.95211110606579,trailing_sl,RSI_X,3301
2,sell,1.0625,5100.952111106066,4955.063921862733,2023-02-01 09:59:00+00:00,2023-02-01 12:52:00+00:00,1.0879425669835938,1.0892456322941193,1.089142566983594,1.089142566983594,0,1.083142566983594,1.083142566983594,0,,,False,,,0.0,,,,1.08936,1.08698,-0.4743301640619535,0.8306531052548749,7.4375,0.0,-138.45068924333293,-145.88818924333293,Stop Loss,RSI_X,3301
3,sell,1.03,4955.063921862733,4954.289155809334,2023-02-01 15:17:00+00:00,2023-02-01 17:00:00+00:00,1.0901080846145057,1.0900456066150241,1.0913080846145058,1.08993,1,1.0853080846145058,1.0853080846145058,0,trailing_sl,,True,,13.0,2.0,12.0,,,1.09109,1.08873,-0.5191538549431662,0.9560661502416856,7.21,0.0,6.435233946600505,-0.7747660533994951,trailing_sl,RSI_X,3301
4,buy,1.03,4954.289155809334,5084.701443389993,2023-02-01 17:04:00+00:00,2023-02-01 19:19:00+00:00,1.0898530005813847,1.09118913929576,1.0886530005813846,1.09127,6,1.0946530005813846,1.0946530005813846,0,trailing_sl,,True,,13.0,2.0,12.0,,,1.09247,1.08919,0.3300058138466788,-0.6086070424005108,7.21,0.0,137.6222875806583,130.4122875806583,trailing_sl,RSI_X,3301
5,sell,1.0575,5084.701443389993,5180.326850128912,2023-02-01 20:10:00+00:00,2023-02-01 21:00:00+00:00,1.0913561094397046,1.0903818502743248,1.0925561094397047,1.0903,1,1.0865561094397047,1.0865561094397047,0,trailing_sl,,True,,13.0,2.0,12.0,,,1.09208,1.0891,-0.9389056029540654,0.6185027432481505,7.402500000000001,0.0,103.02790673891957,95.62540673891957,trailing_sl,RSI_X,3301
6,buy,1.0775000000000001,5180.326850128912,5037.456431879881,2023-02-01 21:05:00+00:00,2023-02-01 21:06:00+00:00,1.0908055554038492,1.0895496118470136,1.089605555403849,1.089605555403849,0,1.095605555403849,1.095605555403849,0,,,False,,,0.0,,,,1.0908055554038492,1.08913,0.6555540384933778,-0.35943556835560386,7.5425,0.0,-135.32791824903154,-142.87041824903153,Stop Loss,RSI_X,3301
7,sell,1.0475,5037.456431879881,4893.71846227293,2023-02-01 21:49:00+00:00,2023-02-01 21:53:00+00:00,1.0966101555146255,1.097912355701804,1.0978101555146256,1.0978101555146256,0,1.0918101555146256,1.0918101555146256,0,,,False,,,0.0,,,,1.09837,1.09656,-0.5984448537454945,0.8220018717852717,7.3325000000000005,0.0,-136.40546960695062,-143.73796960695063,Stop Loss,RSI_X,3301
8,sell,1.0175,4893.71846227293,4757.103152420823,2023-02-01 21:57:00+00:00,2023-02-01 22:03:00+00:00,1.0974993043023074,1.0987719609101905,1.0986993043023074,1.0986993043023074,0,1.0926993043023074,1.0926993043023074,0,,,False,,,0.0,,,,1.0990199999999999,1.09743,-0.9069569769271091,0.5265660788311699,7.1225000000000005,0.0,-129.49280985210706,-136.61530985210706,Stop Loss,RSI_X,3301
9,sell,0.99,4757.103152420823,4620.864543656118,2023-02-01 22:04:00+00:00,2023-02-01 22:06:00+00:00,1.0986127147921882,1.099918862355468,1.0998127147921883,1.0998127147921883,0,1.0938127147921883,1.0938127147921883,0,,,False,,,0.0,,,,1.09987,1.0986127147921882,-0.3728520781187683,0.8614756327984807,6.93,0.0,-129.30860876470484,-136.23860876470485,Stop Loss,RSI_X,3301
10,sell,0.9625,4620.864543656118,4687.124775904058,2023-02-01 22:07:00+00:00,2023-02-01 22:18:00+00:00,1.0989923617635575,1.0982339437661763,1.1001923617635576,1.0981400000000001,3,1.0941923617635576,1.0941923617635576,0,trailing_sl,,True,,13.0,2.0,12.0,,,1.1001,1.09694,-0.5763823644255872,0.7394376617630982,6.7375,0.0,72.99773224793942,66.26023224793943,trailing_sl,RSI_X,3301
11,sell,0.975,4687.124775904058,4706.282283017612,2023-02-02 01:21:00+00:00,2023-02-02 02:25:00+00:00,1.1022874808019483,1.1020209935495016,1.1034874808019484,1.1019500000000002,3,1.0974874808019484,1.0974874808019484,0,trailing_sl,,True,,13.0,2.0,12.0,,,1.10253,1.1007500000000001,-0.3251919805191683,0.5099354950144352,6.825,0.0,25.982507113554433,19.157507113554434,trailing_sl,RSI_X,3301
12,buy,0.98,4706.282283017612,4574.368915023859,2023-02-02 03:16:00+00:00,2023-02-02 09:23:00+00:00,1.1014933357253722,1.1002172809499258,1.1002933357253721,1.1002933357253721,0,1.1062933357253721,1.1062933357253721,0,,,False,,,0.0,,,,1.10255,1.10029,0.33335725372340974,-0.5605477544645687,6.859999999999999,0.0,-125.05336799375267,-131.91336799375267,Stop Loss,RSI_X,3301
13,buy,0.9525,4574.368915023859,4442.034581542606,2023-02-02 09:26:00+00:00,2023-02-02 11:18:00+00:00,1.10032836906375,1.0990090322293011,1.0991283690637499,1.0991283690637499,0,1.10512836906375,1.10512836906375,0,,,False,,,0.0,,,,1.10106,1.09907,0.4836906375005334,-0.9933683444884878,6.6675,0.0,-125.66683348125274,-132.33433348125274,Stop Loss,RSI_X,3301
14,buy,0.925,4442.034581542606,4317.94326481728,2023-02-02 11:20:00+00:00,2023-02-02 12:53:00+00:00,1.099287660174367,1.0980161324259852,1.098087660174367,1.098087660174367,0,1.104087660174367,1.104087660174367,0,,,False,,,0.0,12.0,,,1.10057,1.09808,0.5766017436714677,-0.5152774838190766,6.4750000000000005,0.0,-117.61631672532636,-124.09131672532635,Stop Loss,RSI_X,3301
15,sell,0.8975,4317.94326481728,4196.369552597802,2023-02-02 13:16:00+00:00,2023-02-02 14:00:00+00:00,1.0990545229204558,1.1003391046722049,1.100254522920456,1.100254522920456,0,1.0942545229204559,1.0942545229204559,0,,,False,,,0.0,,,,1.10044,1.0990545229204558,-0.45477079544387067,0.6458175174905989,6.2825,0.0,-115.29121221947801,-121.57371221947801,Stop Loss,RSI_X,3301
16,buy,0.8725,4196.369552597802,4203.844236878447,2023-02-02 14:47:00+00:00,2023-02-02 15:15:00+00:00,1.0986740512632736,1.0988297209971492,1.0974740512632735,1.0989,1,1.1034740512632735,1.1034740512632735,0,trailing_sl,,True,,13.0,2.0,12.0,,,1.1001,1.09823,0.3405126327371555,-0.5027900285092812,6.1075,0.0,13.58218428064578,7.47468428064578,trailing_sl,RSI_X,3301
17,buy,0.875,4203.844236878447,4082.443225586854,2023-02-02 15:55:00+00:00,2023-02-02 15:59:00+00:00,1.0960264465273437,1.094709006398297,1.0948264465273436,1.0948264465273436,0,1.1008264465273436,1.1008264465273436,0,,,False,,,0.0,,,,1.0961,1.09445,0.4644652734375754,-0.9744012904677746,6.125,0.0,-115.27601129159292,-121.40101129159292,Stop Loss,RSI_X,3301
18,buy,0.85,4082.443225586854,4088.9475914247005,2023-02-02 16:04:00+00:00,2023-02-02 16:07:00+00:00,1.0942630971711154,1.0944096191221488,1.0930630971711153,1.09452,1,1.0990630971711153,1.0990630971711153,0,trailing_sl,,True,,13.0,2.0,12.0,,,1.09572,1.09368,0.7309717111536607,-0.9038087785118165,5.95,0.0,12.454365837846204,6.504365837846204,trailing_sl,RSI_X,3301
19,buy,0.85,4088.9475914247005,3975.8611074602954,2023-02-02 16:37:00+00:00,2023-02-02 16:39:00+00:00,1.092536305967934,1.0912758767448234,1.091336305967934,1.091336305967934,0,1.097336305967934,1.097336305967934,0,,,False,,,0.0,,,,1.09274,1.09132,0.36305967934024963,-0.4042922311064956,5.95,0.0,-107.13648396440512,-113.08648396440512,Stop Loss,RSI_X,3301
20,buy,0.8275,3975.8611074602954,3860.9602967358196,2023-02-02 16:41:00+00:00,2023-02-02 16:55:00+00:00,1.0920370802474577,1.0907185508127208,1.0908370802474576,1.0908370802474576,0,1.0968370802474576,1.0968370802474576,0,,,False,,,0.0,,,,1.0925799999999999,1.09081,0.7708024745789466,-0.9852943473687148,5.7925,0.0,-109.10831072447603,-114.90081072447603,Stop Loss,RSI_X,3301
21,buy,0.8025,3860.9602967358196,3937.585745800648,2023-02-02 17:14:00+00:00,2023-02-02 17:30:00+00:00,1.0892116256453581,1.0902364599016177,1.088011625645358,1.09035,5,1.094011625645358,1.094011625645358,0,trailing_sl,,True,,13.0,2.0,12.0,,,1.09155,1.08884,0.31625645358301924,-0.9354009838236088,5.6175,0.0,82.2429490648284,76.62544906482839,trailing_sl,RSI_X,3301
