id,side,lots,initial_balance,account_balance_after,open_time,close_time,entry_price,exit_price,sl_first,sl_last,sl_mod_count,tp_first,tp_last,tp_mod_count,sl_reason,tp_reason,be_applied,be_price,be_trigger_pips,be_offset_pips,trailing_sl_distance,near_tp_buffer_pips,tp_extension_pips,highest_price,lowest_price,slippage_open_pips,slippage_close_pips,commission,swap,gross_pnl,net_pnl,exit_reason,strategy_id,magic_number
1,sell,1.04,5000.0,4855.6257630725,2014-11-03 05:31:00+00:00,2014-11-03 08:19:00+00:00,1.2476920558069675,1.249010269623578,1.2488920558069676,1.2488920558069676,0,1.2428920558069676,1.2428920558069676,0,,,False,,,0.0,,,,1.24894,1.24764,-0.3794419303249086,0.982138166105706,7.28,0.0,-137.09423692749922,-144.37423692749923,Stop Loss,SMA_CROSS,2001
2,sell,1.01,4855.6257630725,4719.820885684832,2014-11-03 09:16:00+00:00,2014-11-03 11:10:00+00:00,1.249138988575655,1.2504135913220675,1.250338988575655,1.250338988575655,0,1.244338988575655,1.244338988575655,0,,,False,,,0.0,,,,1.25044,1.24833,-0.8101142434502329,0.5460274641255758,7.07,0.0,-128.7348773876682,-135.8048773876682,Stop Loss,SMA_CROSS,2001
3,sell,0.9825,4719.820885684832,4584.631605036909,2014-11-03 11:29:00+00:00,2014-11-03 15:50:00+00:00,1.249610467640322,1.2509164399624382,1.250810467640322,1.250810467640322,0,1.244810467640322,1.244810467640322,0,,,False,,,0.0,,,,1.2509299999999999,1.2484899999999999,-0.7953235967805838,0.8597232211626782,6.8775,0.0,-128.31178064792323,-135.18928064792323,Stop Loss,SMA_CROSS,2001
4,sell,0.9550000000000001,4584.631605036909,4685.4594256654855,2014-11-03 16:03:00+00:00,2014-11-03 17:00:00+00:00,1.2496548106701844,1.248529021972503,1.2508548106701844,1.2484499999999998,1,1.2448548106701844,1.2448548106701844,0,trailing_sl,,True,,13.0,2.0,10.0,,,1.25048,1.24745,-0.751893298156503,0.5902197250318153,6.6850000000000005,0.0,107.51282062857649,100.82782062857649,trailing_sl,SMA_CROSS,2001
5,buy,0.975,4685.4594256654855,4555.076043634867,2014-11-03 17:19:00+00:00,2014-11-03 17:49:00+00:00,1.2495694221707891,1.2483021567140649,1.248369422170789,1.248369422170789,0,1.254369422170789,1.254369422170789,0,,,False,,,0.0,,,,1.25058,1.24827,0.7942217078915625,-0.4726545672428806,6.825,0.0,-123.55838203061798,-130.38338203061798,Stop Loss,SMA_CROSS,2001
6,buy,0.9475,4555.076043634867,4429.846788328495,2014-11-03 18:27:00+00:00,2014-11-03 19:24:00+00:00,1.2489979194701908,1.2477462386754006,1.2477979194701907,1.2477979194701907,0,1.2537979194701907,1.2537979194701907,0,,,False,,,0.0,,,,1.24958,1.24777,0.47919470190782576,-0.3168079479021202,6.6325,0.0,-118.59675530637247,-125.22925530637247,Stop Loss,SMA_CROSS,2001
7,buy,0.9225,4429.846788328495,4306.1367200471495,2014-11-03 19:37:00+00:00,2014-11-03 20:16:00+00:00,1.2484869108168393,1.247215880266364,1.2472869108168392,1.2472869108168392,0,1.2532869108168392,1.2532869108168392,0,,,False,,,0.0,,,,1.24879,1.24715,0.3691081683943054,-0.5103055047528393,6.4575,0.0,-117.25256828134484,-123.71006828134483,Stop Loss,SMA_CROSS,2001
8,buy,0.895,4306.1367200471495,4352.013126431041,2014-11-03 20:51:00+00:00,2014-11-03 21:43:00+00:00,1.2480348598974467,1.2486174454436354,1.2468348598974466,1.24869,1,1.2528348598974466,1.2528348598974466,0,trailing_sl,,True,,13.0,2.0,10.0,,,1.24969,1.24782,0.7485989744671073,-0.5255455636477002,6.265000000000001,0.0,52.141406383891315,45.876406383891315,trailing_sl,SMA_CROSS,2001
9,sell,0.905,4352.013126431041,4226.742705297892,2014-11-03 21:48:00+00:00,2014-11-03 22:13:00+00:00,1.248077015410335,1.2493912189587675,1.249277015410335,1.249277015410335,0,1.243277015410335,1.243277015410335,0,,,False,,,0.0,,,,1.24936,1.24807,-0.4298458966522922,0.9420354843259204,6.335,0.0,-118.93542113314949,-125.27042113314948,Stop Loss,SMA_CROSS,2001
10,sell,0.88,4226.742705297892,4104.110450285647,2014-11-03 22:55:00+00:00,2014-11-04 02:23:00+00:00,1.2490410355437638,1.2503101838961757,1.2502410355437639,1.2502410355437639,0,1.2442410355437639,1.2442410355437639,0,,,False,,,0.0,,,,1.2502499999999999,1.24799,-0.4896445623625567,0.49148352411876317,6.16,4.7872,-111.68505501224503,-122.63225501224503,Stop Loss,SMA_CROSS,2001
